Customer,"Site Name","Ward Name",Speciality,Framework,Band,"Candidate Name","Booking Date","Booking Type","Invoice Number","Invoice Date","Invoice Type",Units,"Pay Rate","Charge Rate","Amount Charged Excl VAT","Amount Charged With VAT","Pay Type",AWR
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
,,,,,,,01-01-2070,,01-01-1970,DEBIT,0,0,,
